N_unmapped	11500	11500	11500
N_multimapping	10224	10224	10224
N_noFeature	131275	534486	534846
N_ambiguous	341262	170413	169326
NM_033031	4	2	2
NM_033670	0	0	0
NM_144969	0	0	0
NM_001168362	0	0	0
NM_001168361	0	0	0
NM_001168360	0	0	0
NM_001146257	0	0	0
NM_001146256	0	0	0
NM_001168363	0	0	0
NM_014467	0	0	0
NM_001271680	0	0	0
NM_032969	0	0	0
NM_032968	0	0	0
NM_021118	0	0	0
NM_000351	725	370	356
NM_013427	0	0	0
NM_000381	0	0	0
NM_001098624	0	0	0
NM_001118886	0	0	0
NM_006125	2	1	1
NM_001193278	0	0	0
NM_033290	0	0	0
NM_033289	0	0	0
NM_001193277	0	0	0
NM_014728	1	1	0
NM_015507	0	0	0
NR_109776	0	0	0
NM_002063	0	0	0
NM_001118885	0	0	0
NM_001167890	0	0	0
NM_001193280	0	0	0
NM_001193279	0	0	0
NM_001171942	0	0	0
NM_021785	0	0	0
NR_073010	0	0	0
NM_001172743	0	0	0
NM_001172739	0	0	0
NM_001172732	0	0	0
NM_198279	189	85	104
NR_033349	0	0	0
NR_033348	0	0	0
NM_004022	0	0	0
NM_004012	0	0	0
NM_004023	0	0	0
NM_004020	0	0	0
NM_000109	0	0	0
NM_004011	0	0	0
NM_004009	0	0	0
NM_004006	0	0	0
NM_004014	0	0	0
NM_004013	0	0	0
NM_004010	0	0	0
NM_004021	0	0	0
NM_014271	0	0	0
NM_001291421	0	0	0
NM_001291418	0	0	0
NM_001291417	0	0	0
NM_001291416	0	0	0
NM_001291415	0	0	0
NM_021140	0	0	0
NM_033215	26	18	8
NM_001204468	0	0	0
NM_001204466	0	0	0
NM_005676	0	0	0
NM_001204467	0	0	0
NM_001184745	0	0	0
NM_152856	0	0	0
NR_111960	0	0	0
NM_001178032	0	0	0
NM_001243804	0	0	0
NM_001166418	0	0	0
NM_018486	0	0	0
NM_012278	1	0	1
NM_006517	0	0	0
NR_103715	0	0	0
NM_002547	1	1	0
NR_051952	0	0	0
NM_001303277	0	0	0
NM_153252	891	446	445
NM_000489	0	0	0
NM_138270	0	0	0
NM_000390	554	267	287
NM_001145414	33	15	18
NR_024062	0	0	0
NM_006729	33	14	19
NR_024608	11	5	6
NM_001085354	0	0	0
NM_198465	0	0	0
NM_024657	0	0	0
NM_017416	0	0	0
NM_001128172	0	0	0
NM_001128167	0	0	0
NM_017698	0	0	0
NM_001128166	0	0	0
NM_001128173	0	0	0
NM_032227	18	11	7
NM_002578	0	0	0
NM_001128168	0	0	0
NM_001004308	0	0	0
NR_110399	0	0	0
NM_001163279	0	0	0
NM_001081550	2542	1326	1216
NM_014253	0	0	0
NM_001163278	0	0	0
NM_001282607	0	0	0
NM_001306193	0	0	0
NM_021946	0	0	0
NM_144967	0	0	0
NM_194277	0	0	0
NM_001184772	0	0	0
NM_153834	0	0	0
NR_110381	0	0	0
NR_037183	0	0	0
NM_001169122	0	0	0
NM_002025	0	0	0
NM_001169123	0	0	0
NM_001169124	0	0	0
NM_001169125	0	0	0
NM_001170628	0	0	0
NR_027456	17	7	10
NM_006883	0	0	0
NM_001173474	0	0	0
NM_001173473	0	0	0
NM_004192	0	0	0
NM_145177	387	175	212
NM_175569	0	0	0
NM_001171135	10	5	5
NM_004729	0	0	0
NM_001171136	0	0	0
NR_003254	0	0	0
NM_001141920	0	0	0
NM_001141919	0	0	0
NM_001011719	0	0	0
NR_033380	5	3	2
NR_033381	12	4	8
NM_005044	1492	782	710
NR_038428	0	0	0
NM_020742	0	0	0
NM_001282145	0	0	0
NM_001282146	0	0	0
NM_181332	0	0	0
NM_001178135	0	0	0
NM_012080	0	0	0
NM_001178136	0	0	0
NM_001135565	0	0	0
NM_000216	10	4	6
NM_001649	2	1	1
NM_005647	1	0	1
NM_001139468	0	0	0
NM_001139467	0	0	0
NM_001139466	0	0	0
NM_001830	2	0	2
NM_015691	1266	617	649
NM_001256944	0	0	0
NM_013423	0	0	0
NM_001287242	0	0	0
NM_021109	155043	76755	78288
NM_003611	1130	590	540
NM_017856	3	1	2
NM_001001994	0	0	0
NM_001042480	0	0	0
NM_001042479	0	0	0
NM_020473	0	0	0
NM_002641	16	8	8
NM_021804	0	0	0
NM_003662	0	0	0
NM_001018109	0	0	0
NR_037859	0	0	0
NR_033836	0	0	0
NR_033835	0	0	0
NM_175859	14	10	4
NM_001144002	0	0	0
NM_019857	1	0	1
NM_001080975	0	0	0
NM_004726	0	0	0
NM_001291867	0	0	0
NM_198270	0	0	0
NM_001136024	0	0	0
NM_001291868	0	0	0
NM_153346	0	0	0
NM_001184767	0	0	0
NM_006240	0	0	0
NM_003159	0	0	0
NM_001037343	0	0	0
NM_152226	0	0	0
NM_152224	0	0	0
NR_033717	0	0	0
NM_006089	2	1	1
NR_133641	0	0	0
NM_001024666	2	2	0
NM_031892	342	161	181
NM_001079860	0	0	0
NM_001184836	0	0	0
NM_001184835	0	0	0
NM_001184834	0	0	0
NM_001184833	0	0	0
NM_001184960	0	0	0
NM_005756	0	0	0
NM_001079858	0	0	0
NM_001001671	9	104	105
NM_001079859	0	0	0
NM_001184837	0	0	0
NM_001168466	0	0	0
NM_001168465	1	1	0
NM_152780	0	0	0
NM_004586	1927	949	978
NM_001168467	0	0	0
NR_045617	0	0	0
NM_001168647	0	0	0
NM_001168649	0	0	0
NM_001168648	0	0	0
NM_014927	0	0	0
NM_014332	0	0	0
NM_000444	0	0	0
NM_001282754	0	0	0
NM_001033583	0	0	0
NM_024122	1	0	1
NM_030624	586	304	282
NM_001037171	0	0	0
NR_026545	0	0	0
NM_001142386	1976	991	985
NM_005391	4	3	1
NM_004845	0	0	0
NM_016937	1726	860	866
NM_001163265	0	0	0
NM_001163264	0	0	0
NM_203391	0	0	0
NM_004019	1	1	0
NM_004018	0	0	0
NM_001205019	0	0	0
NM_004017	0	0	0
NM_004016	0	0	0
NM_000167	0	0	0
NM_004015	0	0	0
NM_001128127	0	0	0
NM_001304548	1	1	0
NR_110412	0	0	0
NM_001173486	0	0	0
NM_001173490	0	0	0
NM_001173489	0	0	0
NM_001142395	0	0	0
NM_000950	0	0	0
NM_001170331	0	0	0
NM_198511	0	0	0
NM_000328	71	38	33
NM_004615	2	0	2
NM_000531	0	0	0
NM_138780	0	0	0
NM_001163335	0	0	0
NR_038968	0	0	0
NM_001123384	0	0	0
NM_001123383	0	0	0
NM_144970	1199	631	568
NM_001039590	0	0	0
NM_001126054	0	0	0
NM_001126055	0	0	0
NM_003688	1	1	0
NM_001039591	0	0	0
NM_000898	0	0	0
NM_025184	4	2	2
NM_001077445	0	0	0
NM_032591	0	0	0
NM_001190417	0	0	0
NM_001257291	0	0	0
NM_014735	0	0	0
NM_001039891	0	0	0
NM_001146291	0	0	0
NM_153380	0	0	0
NM_133499	0	0	0
NM_007137	160	66	95
NM_007130	1	0	1
NR_033924	0	0	0
NM_006950	1	1	0
NM_000084	0	0	0
NM_021123	0	0	0
NM_001475	0	0	0
NM_001282163	0	0	0
NM_001477	0	0	0
NM_001127199	0	0	0
NM_003886	0	0	0
NM_001098405	0	0	0
NM_001098408	0	0	0
NM_001474	0	0	0
NM_001098409	0	0	0
NM_001476	0	0	0
NM_001127899	0	0	0
NM_001127898	0	0	0
NM_001098410	0	0	0
NM_001272102	0	0	0
NM_001098418	0	0	0
NM_001127345	0	0	0
NM_020717	1	0	1
NR_110382	0	0	0
NM_001013742	0	0	0
NR_027121	0	0	0
NM_001146702	0	0	0
NM_004187	0	0	0
NM_001242492	0	0	0
NM_001242491	0	0	0
NM_001242490	0	0	0
NM_001242489	0	0	0
NM_001242495	0	0	0
NM_001242494	0	0	0
NM_014138	0	0	0
NM_001282622	0	0	0
NM_001242493	0	0	0
NM_001242497	0	0	0
NM_001242496	0	0	0
NM_001099684	0	0	0
NM_022117	580	297	283
NM_001184898	2	1	1
NM_031407	11227	5800	5427
NM_001184896	0	0	0
NM_001300788	0	0	0
NM_015107	0	0	0
NM_020922	0	0	0
NM_001184897	0	0	0
NM_001002838	0	0	0
NM_017848	1	1	0
NM_198510	0	0	0
NM_174912	55	24	31
NR_015367	677	340	337
NM_015185	3	1	2
NR_015353	247	118	129
NM_001173479	1	0	1
NM_001173480	0	0	0
NM_130388	2	0	2
NM_017677	45	22	23
NM_138737	0	0	0
NM_001282141	0	0	0
NM_014799	0	0	0
NM_001130860	0	0	0
NM_000044	0	0	0
NM_001011645	0	0	0
NM_014725	0	0	0
NM_001142503	0	0	0
NM_001399	0	0	0
NM_001005610	0	0	0
NM_001005609	0	0	0
NM_001005613	0	0	0
NM_001005612	0	0	0
NM_031276	0	0	0
NM_012310	1383	722	663
NM_001003811	0	0	0
NM_138923	0	0	0
NM_001286074	0	0	0
NM_001170747	16	5	11
NM_017669	568	296	273
NM_181672	0	0	0
NM_181673	0	0	0
NM_004606	0	0	0
NR_104394	0	0	0
NR_104387	0	0	0
NM_001013627	4	1	3
NR_104388	0	0	0
NR_104391	0	0	0
NR_104390	0	0	0
NR_104389	0	0	0
NR_104395	0	0	0
NR_104393	0	0	0
NR_104392	0	0	0
NM_001166419	0	0	0
NM_001172436	0	0	0
NM_002637	0	0	0
NM_001122670	0	0	0
NM_001166448	0	0	0
NR_028379	86	48	38
NR_024582	86	35	51
NR_029423	6	4	2
NM_001039840	0	0	0
NM_001300884	0	0	0
NR_003255	0	3	7
NM_001271699	0	0	0
NM_001271697	0	0	0
NM_001271696	0	0	0
NM_004299	0	0	0
NM_001271698	0	0	0
NM_001008537	137	71	66
NR_110406	0	0	0
NR_110404	0	0	0
NR_110403	0	0	0
NR_110402	0	0	0
NR_110401	0	0	0
NR_110400	0	0	0
NR_110405	0	0	0
NM_032121	3356	1727	1629
NM_000291	48655	24210	24445
NM_001282224	0	0	0
NM_000052	5	1	4
NR_104109	0	0	0
NM_001170574	0	0	0
NM_003022	4331	2152	2189
NM_030763	887	457	440
NM_001177479	0	0	0
NM_001177478	0	0	0
NM_014496	46	22	24
NM_144657	0	0	0
NM_198450	538	289	341
NM_024921	12	7	5
NM_001307940	0	0	0
NM_053281	0	0	0
NM_001139514	0	0	0
NM_001139515	0	0	0
NM_057162	0	0	0
NM_019117	0	0	0
NM_007309	1	1	0
NM_020766	0	0	0
NM_001184880	0	0	0
NM_001105243	0	0	0
NR_028407	7	4	3
NM_212559	6	3	3
NM_032946	0	0	0
NM_001199818	10	6	4
NM_001099686	0	0	0
NM_022053	0	0	0
NR_028089	0	0	0
NM_001142425	0	0	0
NM_001142424	0	0	0
NM_001142423	0	0	0
NM_001142422	0	0	0
NM_012286	0	0	0
NM_001142426	0	0	0
NM_001142431	0	0	0
NM_001142430	0	0	0
NM_001142429	0	0	0
NM_001142428	0	0	0
NM_001142427	0	0	0
NM_001142421	0	0	0
NM_001142419	0	0	0
NM_001142420	0	0	0
NM_001142418	0	0	0
NM_001142432	0	0	0
NR_131236	0	0	0
NR_131237	1	0	1
NM_017752	126	56	70
NM_000354	0	0	0
NM_152423	0	0	0
NM_001171020	0	0	0
NM_198881	5	1	4
NM_173494	0	0	0
NM_012216	0	0	0
NM_001171080	279	157	122
NM_018301	55	29	26
NM_052817	0	0	0
NM_198057	11	7	4
NM_001169154	0	0	0
NM_000495	0	0	0
NM_033641	0	0	0
NM_033380	0	0	0
NM_001847	0	0	0
NM_001287758	0	0	0
NM_001287759	0	0	0
NM_001287760	0	0	0
NM_178270	0	0	0
NM_052936	2	1	1
NM_001522	1	0	1
NM_022977	6	2	4
NM_004458	0	0	0
NM_145234	0	0	0
NM_015365	0	0	0
NM_001143983	0	0	0
NM_001143982	0	0	0
NM_001143981	0	0	0
NM_001171689	0	0	0
NM_001025580	0	0	0
NM_178153	0	0	0
NM_178152	0	0	0
NM_178151	0	0	0
NM_012471	0	0	0
NM_001195553	0	0	0
NR_131204	0	0	0
NM_000868	0	0	0
NM_001243963	0	0	0
NM_001256761	0	0	0
NM_001256760	0	0	0
NM_020871	0	0	0
NM_001136025	0	0	0
NM_001282337	0	0	0
NM_005032	0	0	0
NM_001172335	0	0	0
NR_132337	0	0	0
NM_001282338	0	0	0
NM_001168302	0	0	0
NM_001184965	0	0	0
NM_001168303	0	0	0
NM_033495	0	0	0
NM_001168299	0	0	0
NM_001168301	0	0	0
NM_001168300	0	0	0
NM_001184966	0	0	0
NM_019045	0	0	0
NM_001289109	0	0	0
NM_145305	532	269	263
NM_144658	1478	754	724
NR_110311	0	0	0
NM_001560	27	9	18
NM_020721	0	0	0
NM_024778	0	0	0
NM_001031855	0	0	0
NM_015129	0	0	0
NM_145800	0	0	0
NM_024528	667	331	336
NM_013995	1381	673	708
NM_001122606	0	0	0
NM_145799	2036	985	1051
NM_145802	0	0	0
NM_002294	102	48	54
NR_131238	0	0	0
NM_001080139	0	0	0
NM_001080142	0	0	0
NM_001080144	0	0	0
NM_001080145	0	0	0
NM_001080138	0	0	0
NM_173571	0	0	0
NM_001242922	0	0	0
NM_001080146	0	0	0
NM_001080141	0	0	0
NM_001080143	0	0	0
NM_001080137	0	0	0
NM_000828	0	0	0
NM_007325	0	0	0
NM_001204401	0	0	0
NM_001167	0	0	0
NR_037916	0	0	0
NM_006603	0	0	0
NM_001042751	0	0	0
NM_001042750	0	0	0
NM_001282418	0	2	1
NM_001042749	12	3	9
NM_003399	11	2	9
NM_001282875	0	0	0
NM_001282874	0	0	0
NM_003069	0	0	0
NR_132647	0	0	0
NM_001281736	0	0	0
NM_182314	0	0	0
NM_006375	0	0	0
NM_145812	1	0	1
NM_001130847	0	0	0
NM_004208	0	0	0
NR_026975	52	26	26
NM_018388	0	0	0
NM_001170701	0	0	0
NM_001170703	0	0	0
NM_001170702	0	0	0
NM_147175	0	0	0
NR_110410	28	11	18
NM_001170704	1	1	0
NM_001077188	0	0	0
